bgc_id,product,bigscape_class,genome_id,accn_id,gcf_0.50,gcf_0.30,gcf_0.40,Clan Number,fam_id_0.30,fam_type_0.30,fam_known_compounds_0.30,fam_id_0.40,fam_type_0.40,fam_known_compounds_0.40,fam_id_0.50,fam_type_0.50,fam_known_compounds_0.50
CP128149.1.region009,lanthipeptide-class-i,RiPPs,GCA_030292225.1,CP128149.1,3029,3029,3029,2582,60,unknown_family,u_RiPPs_60,56,unknown_family,u_RiPPs_56,58,unknown_family,u_RiPPs_58
CP128149.1.region010,terpene,Terpene,GCA_030292225.1,CP128149.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
CP128149.1.region002,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030292225.1,CP128149.1,3023,3023,3023,1023,97,unknown_family,u_PKS-NRP_Hybrids_97,89,unknown_family,u_PKS-NRP_Hybrids_89,86,unknown_family,u_PKS-NRP_Hybrids_86
CP128168.1.region005,betalactone,Others,GCA_030291935.1,CP128168.1,3422,3095,3422,794,153,unknown_family,u_Others_153,1,known_family,fengycin,1,known_family,fengycin
CP128168.1.region002,NI-siderophore,Others,GCA_030291935.1,CP128168.1,3092,3092,3092,794,176,unknown_family,u_Others_176,158,unknown_family,u_Others_158,145,unknown_family,u_Others_145
CP128168.1.region006,T3PKS,PKSother,GCA_030291935.1,CP128168.1,3096,3096,3096,,335,unknown_family,u_PKSother_335,291,unknown_family,u_PKSother_291,253,unknown_family,u_PKSother_253
CP128168.1.region004,terpene,Terpene,GCA_030291935.1,CP128168.1,3094,3094,3094,2488,344,unknown_family,u_Terpene_344,299,unknown_family,u_Terpene_299,261,unknown_family,u_Terpene_261
CP128168.1.region003,NI-siderophore,Others,GCA_030291935.1,CP128168.1,3583,3093,3583,794,169,unknown_family,u_Others_169,3,unknown_family,u_Others_3,4,known_family,schizokinen
CP128168.1.region001,LAP.RRE-containing,RiPPs,GCA_030291935.1,CP128168.1,3091,3091,3091,2582,248,unknown_family,u_RiPPs_248,220,unknown_family,u_RiPPs_220,153,unknown_family,u_RiPPs_153
JAVIVS010000003.1.region003,T3PKS,PKSother,GCA_031324245.1,JAVIVS010000003.1,3582,2805,2805,,132,unknown_family,u_PKSother_132,121,unknown_family,u_PKSother_121,28,unknown_family,u_PKSother_28
JAVIVS010000003.1.region002,terpene,Terpene,GCA_031324245.1,JAVIVS010000003.1,2783,3581,2783,2488,343,unknown_family,u_Terpene_343,38,unknown_family,u_Terpene_38,39,unknown_family,u_Terpene_39
JAVIVS010000001.1.region001,LAP.thiopeptide.redox-cofactor,RiPPs,GCA_031324245.1,JAVIVS010000001.1,3579,3579,3579,2582,293,unknown_family,u_RiPPs_293,257,unknown_family,u_RiPPs_257,213,unknown_family,u_RiPPs_213
JAVIVS010000003.1.region001,terpene,Terpene,GCA_031324245.1,JAVIVS010000003.1,3580,3580,3580,2488,364,unknown_family,u_Terpene_364,318,unknown_family,u_Terpene_318,279,unknown_family,u_Terpene_279
JAUCEL010000008.1.region004,RiPP-like,RiPPs,GCA_030348985.1,JAUCEL010000008.1,3129,3129,3129,2582,211,unknown_family,u_RiPPs_211,189,unknown_family,u_RiPPs_189,197,unknown_family,u_RiPPs_197
JAUCEL010000008.1.region003,T3PKS,PKSother,GCA_030348985.1,JAUCEL010000008.1,3351,3128,3128,,331,unknown_family,u_PKSother_331,288,unknown_family,u_PKSother_288,51,unknown_family,u_PKSother_51
JAUCEL010000001.1.region005,betalactone,Others,GCA_030348985.1,JAUCEL010000001.1,3355,3355,3355,794,51,unknown_family,u_Others_51,1,known_family,fengycin,1,known_family,fengycin
JAUCEL010000001.1.region001,NRPS,NRPS,GCA_030348985.1,JAUCEL010000001.1,3121,3121,3121,,301,unknown_family,u_NRPS_301,261,unknown_family,u_NRPS_261,228,unknown_family,u_NRPS_228
JAUCEL010000001.1.region004,opine-like-metallophore,Others,GCA_030348985.1,JAUCEL010000001.1,3124,3124,3124,794,168,unknown_family,u_Others_168,154,unknown_family,u_Others_154,141,unknown_family,u_Others_141
JAUCEL010000008.1.region002,NRPS-like,NRPS,GCA_030348985.1,JAUCEL010000008.1,3353,3127,3353,,62,unknown_family,u_NRPS_62,49,unknown_family,u_NRPS_49,50,unknown_family,u_NRPS_50
JAUCEL010000008.1.region001,LAP.thiopeptide.cyclic-lactone-autoinducer.RRE-containing,RiPPs,GCA_030348985.1,JAUCEL010000008.1,3126,3126,3126,2582,294,unknown_family,u_RiPPs_294,258,unknown_family,u_RiPPs_258,222,unknown_family,u_RiPPs_222
JAUCEL010000001.1.region003,terpene,Terpene,GCA_030348985.1,JAUCEL010000001.1,3123,3123,3123,2488,348,unknown_family,u_Terpene_348,302,unknown_family,u_Terpene_302,264,unknown_family,u_Terpene_264
JAUCEL010000001.1.region002,NI-siderophore,Others,GCA_030348985.1,JAUCEL010000001.1,2734,3122,3122,794,139,unknown_family,u_Others_139,128,unknown_family,u_Others_128,52,unknown_family,u_Others_52
CP127373.1.region001,RiPP-like,RiPPs,GCA_030285945.1,CP127373.1,2943,2943,2943,2582,251,unknown_family,u_RiPPs_251,55,unknown_family,u_RiPPs_55,56,unknown_family,u_RiPPs_56
CP127376.1.region004,NI-siderophore,Others,GCA_030285945.1,CP127376.1,3452,3452,3452,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
CP127376.1.region001,NRPS,NRPS,GCA_030285945.1,CP127376.1,2944,2944,2944,,321,unknown_family,u_NRPS_321,279,unknown_family,u_NRPS_279,244,unknown_family,u_NRPS_244
CP127376.1.region006,RiPP-like,RiPPs,GCA_030285945.1,CP127376.1,3015,2949,2949,2582,110,unknown_family,u_RiPPs_110,101,unknown_family,u_RiPPs_101,10,unknown_family,u_RiPPs_10
CP127376.1.region003,NI-siderophore,Others,GCA_030285945.1,CP127376.1,2946,2946,2946,794,175,unknown_family,u_Others_175,157,unknown_family,u_Others_157,144,unknown_family,u_Others_144
CP127376.1.region008,lassopeptide,RiPPs,GCA_030285945.1,CP127376.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24,21,unknown_family,u_RiPPs_21,3,unknown_family,u_RiPPs_3
CP127376.1.region005,betalactone,Others,GCA_030285945.1,CP127376.1,3563,3453,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
CP127376.1.region007,terpene,Terpene,GCA_030285945.1,CP127376.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
CP127376.1.region002,LAP.ranthipeptide,RiPPs,GCA_030285945.1,CP127376.1,3433,3433,3433,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
CP126085.1.region006,lassopeptide,RiPPs,GCA_030122905.1,CP126085.1,3007,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22,3,unknown_family,u_RiPPs_3
CP126085.1.region002,NRPS,NRPS,GCA_030122905.1,CP126085.1,3003,3003,3003,,39,unknown_family,u_NRPS_39,32,unknown_family,u_NRPS_32,33,unknown_family,u_NRPS_33
CP126085.1.region005,terpene,Terpene,GCA_030122905.1,CP126085.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17,19,unknown_family,u_Terpene_19
CP126085.1.region003,betalactone,Others,GCA_030122905.1,CP126085.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin,1,known_family,fengycin
CP126085.1.region004,T3PKS,PKSother,GCA_030122905.1,CP126085.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15,17,unknown_family,u_PKSother_17
CP126085.1.region001,NRPS,NRPS,GCA_030122905.1,CP126085.1,351,351,351,,21,known_family,koranimine,19,known_family,koranimine,21,known_family,koranimine
CP126085.1.region007,LAP,RiPPs,GCA_030122905.1,CP126085.1,2582,2582,2582,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14,16,unknown_family,u_RiPPs_16
CP126085.1.region008,terpene,Terpene,GCA_030122905.1,CP126085.1,2583,2617,2583,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16,18,unknown_family,u_Terpene_18
CP126085.1.region009,NI-siderophore,Others,GCA_030122905.1,CP126085.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3,4,known_family,schizokinen
JAVIVP010000001.1.region001,LAP,RiPPs,GCA_031324305.1,JAVIVP010000001.1,3549,3549,3549,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14,16,unknown_family,u_RiPPs_16
JAVIVP010000001.1.region002,lassopeptide,RiPPs,GCA_031324305.1,JAVIVP010000001.1,3550,3007,3007,2582,25,unknown_family,u_RiPPs_25,22,unknown_family,u_RiPPs_22,3,unknown_family,u_RiPPs_3
JAVIVP010000003.1.region002,NRPS,NRPS,GCA_031324305.1,JAVIVP010000003.1,3003,3003,3003,,39,unknown_family,u_NRPS_39,32,unknown_family,u_NRPS_32,33,unknown_family,u_NRPS_33
JAVIVP010000001.1.region005,betalactone,Others,GCA_031324305.1,JAVIVP010000001.1,2554,3422,2554,794,13,unknown_family,u_Others_13,1,known_family,fengycin,1,known_family,fengycin
JAVIVP010000029.1.region002,terpene,Terpene,GCA_031324305.1,JAVIVP010000029.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16,18,unknown_family,u_Terpene_18
JAVIVP010000001.1.region003,terpene,Terpene,GCA_031324305.1,JAVIVP010000001.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17,19,unknown_family,u_Terpene_19
JAVIVP010000003.1.region001,NRPS,NRPS,GCA_031324305.1,JAVIVP010000003.1,351,351,351,,21,known_family,koranimine,19,known_family,koranimine,21,known_family,koranimine
JAVIVP010000001.1.region004,T3PKS,PKSother,GCA_031324305.1,JAVIVP010000001.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15,17,unknown_family,u_PKSother_17
JAVIVP010000029.1.region001,NI-siderophore,Others,GCA_031324305.1,JAVIVP010000029.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3,4,known_family,schizokinen
CP126083.1.region009,lanthipeptide-class-i,RiPPs,GCA_030122885.1,CP126083.1,2558,2558,2558,2582,45,known_family,entianin;subtilin;ericin S,41,known_family,entianin;subtilin;ericin S,22,known_family,geobacillin I;suicin 90-1330;nisin Z;nisin Q;entianin;subtilin;salivaricin D;nisin A;nisin U;ericin S
CP126083.1.region010,CDPS,NRPS,GCA_030122885.1,CP126083.1,2559,2559,2559,,32,known_family,pulcherriminic acid,27,known_family,pulcherriminic acid,24,known_family,pulcherriminic acid
CP126083.1.region007,T3PKS,PKSother,GCA_030122885.1,CP126083.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
CP126083.1.region011,sactipeptide,RiPPs,GCA_030122885.1,CP126083.1,3316,3316,3316,3316,19,known_family,subtilosin A,18,known_family,subtilosin A,20,known_family,subtilosin A
CP126083.1.region003,lanthipeptide-class-i,RiPPs,GCA_030122885.1,CP126083.1,2659,2659,2659,2582,78,unknown_family,u_RiPPs_78,75,unknown_family,u_RiPPs_75,73,unknown_family,u_RiPPs_73
CP126083.1.region012,other,Others,GCA_030122885.1,CP126083.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin,11,known_family,bacilysin;bacilysin
CP126083.1.region001,NRPS,NRPS,GCA_030122885.1,CP126083.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin,12,known_family,lichenysin;surfactin
CP126083.1.region002,terpene,Terpene,GCA_030122885.1,CP126083.1,3099,3099,3099,3099,23,unknown_family,u_Terpene_23,20,unknown_family,u_Terpene_20,15,unknown_family,u_Terpene_15
CP126083.1.region005,betalactone.NRPS,Others,GCA_030122885.1,CP126083.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin,1,known_family,fengycin
CP126083.1.region013,RiPP-like,RiPPs,GCA_030122885.1,CP126083.1,2669,2669,2669,2582,59,unknown_family,u_RiPPs_59,53,unknown_family,u_RiPPs_53,55,unknown_family,u_RiPPs_55
CP126083.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030122885.1,CP126083.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene,13,known_family,bacillaene
CP126083.1.region014,epipeptide,RiPPs,GCA_030122885.1,CP126083.1,3319,3319,3319,2582,52,unknown_family,u_RiPPs_52,46,unknown_family,u_RiPPs_46,45,unknown_family,u_RiPPs_45
CP126083.1.region008,NRP-metallophore.NRPS,Others,GCA_030122885.1,CP126083.1,3314,3197,3197,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
CP126083.1.region006,terpene,Terpene,GCA_030122885.1,CP126083.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
CP126088.1.region003,RRE-containing.terpene,Others,GCA_030122985.1,CP126088.1,2609,2609,2609,794,158,unknown_family,u_Others_158,145,unknown_family,u_Others_145,135,unknown_family,u_Others_135
CP126088.1.region002,T3PKS,PKSother,GCA_030122985.1,CP126088.1,2608,2608,2608,,336,unknown_family,u_PKSother_336,292,unknown_family,u_PKSother_292,254,unknown_family,u_PKSother_254
CP126088.1.region004,NI-siderophore,Others,GCA_030122985.1,CP126088.1,3583,2610,2610,794,184,unknown_family,u_Others_184,165,unknown_family,u_Others_165,4,known_family,schizokinen
CP126088.1.region001,RiPP-like.cyclic-lactone-autoinducer,RiPPs,GCA_030122985.1,CP126088.1,2607,2607,2607,2582,204,unknown_family,u_RiPPs_204,183,unknown_family,u_RiPPs_183,186,unknown_family,u_RiPPs_186
JAUCFO010000001.1.region004,LAP,RiPPs,GCA_030348405.1,JAUCFO010000001.1,2582,2582,2582,2582,14,unknown_family,u_RiPPs_14,14,unknown_family,u_RiPPs_14,16,unknown_family,u_RiPPs_16
JAUCFO010000001.1.region005,terpene,Terpene,GCA_030348405.1,JAUCFO010000001.1,3551,3551,3551,2488,18,unknown_family,u_Terpene_18,17,unknown_family,u_Terpene_17,19,unknown_family,u_Terpene_19
JAUCFO010000001.1.region002,cyclic-lactone-autoinducer,RiPPs,GCA_030348405.1,JAUCFO010000001.1,3148,3148,3148,2582,73,unknown_family,u_RiPPs_73,71,unknown_family,u_RiPPs_71,70,unknown_family,u_RiPPs_70
JAUCFO010000001.1.region001,NI-siderophore,Others,GCA_030348405.1,JAUCFO010000001.1,3556,3415,3556,794,12,unknown_family,u_Others_12,3,unknown_family,u_Others_3,4,known_family,schizokinen
JAUCFO010000001.1.region008,betalactone,Others,GCA_030348405.1,JAUCFO010000001.1,3422,3422,3422,794,13,unknown_family,u_Others_13,1,known_family,fengycin,1,known_family,fengycin
JAUCFO010000001.1.region007,lassopeptide,RiPPs,GCA_030348405.1,JAUCFO010000001.1,3407,3407,3407,2582,238,unknown_family,u_RiPPs_238,212,unknown_family,u_RiPPs_212,204,unknown_family,u_RiPPs_204
JAUCFO010000001.1.region003,terpene,Terpene,GCA_030348405.1,JAUCFO010000001.1,2779,2779,2779,2488,17,unknown_family,u_Terpene_17,16,unknown_family,u_Terpene_16,18,unknown_family,u_Terpene_18
JAUCFO010000001.1.region006,T3PKS,PKSother,GCA_030348405.1,JAUCFO010000001.1,3421,3421,3421,,16,unknown_family,u_PKSother_16,15,unknown_family,u_PKSother_15,17,unknown_family,u_PKSother_17
JAUCFO010000001.1.region009,lanthipeptide-class-iv,RiPPs,GCA_030348405.1,JAUCFO010000001.1,3409,3409,3409,2582,206,unknown_family,u_RiPPs_206,185,unknown_family,u_RiPPs_185,190,unknown_family,u_RiPPs_190
JAUCFT010000008.1.region007,T3PKS,PKSother,GCA_030348195.1,JAUCFT010000008.1,3079,3079,3079,,91,unknown_family,u_PKSother_91,85,unknown_family,u_PKSother_85,82,unknown_family,u_PKSother_82
JAUCFT010000008.1.region003,NI-siderophore,Others,GCA_030348195.1,JAUCFT010000008.1,3443,3443,3443,794,157,unknown_family,u_Others_157,144,unknown_family,u_Others_144,134,unknown_family,u_Others_134
JAUCFT010000008.1.region008,lassopeptide,RiPPs,GCA_030348195.1,JAUCFT010000008.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24,21,unknown_family,u_RiPPs_21,3,unknown_family,u_RiPPs_3
JAUCFT010000008.1.region004,betalactone,Others,GCA_030348195.1,JAUCFT010000008.1,3563,3453,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
JAUCFT010000008.1.region002,ranthipeptide,RiPPs,GCA_030348195.1,JAUCFT010000008.1,3442,3442,3442,2582,215,unknown_family,u_RiPPs_215,193,unknown_family,u_RiPPs_193,214,unknown_family,u_RiPPs_214
JAUCFT010000006.1.region001,NRPS,NRPS,GCA_030348195.1,JAUCFT010000006.1,3455,3455,3455,,87,unknown_family,u_NRPS_87,13,unknown_family,u_NRPS_13,14,unknown_family,u_NRPS_14
JAUCFT010000008.1.region005,LAP,RiPPs,GCA_030348195.1,JAUCFT010000008.1,3454,3445,3454,2582,237,unknown_family,u_RiPPs_237,78,unknown_family,u_RiPPs_78,76,unknown_family,u_RiPPs_76
JAUCFT010000008.1.region006,terpene,Terpene,GCA_030348195.1,JAUCFT010000008.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
JAUCFT010000008.1.region001,transAT-PKS,PKSother,GCA_030348195.1,JAUCFT010000008.1,3441,3441,3441,,326,unknown_family,u_PKSother_326,284,unknown_family,u_PKSother_284,249,unknown_family,u_PKSother_249
CP126102.1.region001,NI-siderophore,Others,GCA_030123225.1,CP126102.1,2734,2734,2734,794,68,unknown_family,u_Others_68,67,unknown_family,u_Others_67,52,unknown_family,u_Others_52
CP126102.1.region003,T3PKS,PKSother,GCA_030123225.1,CP126102.1,3414,3414,3414,,90,unknown_family,u_PKSother_90,84,unknown_family,u_PKSother_84,28,unknown_family,u_PKSother_28
CP126102.1.region002,LAP.terpene,Others,GCA_030123225.1,CP126102.1,2735,2735,2735,794,155,unknown_family,u_Others_155,142,unknown_family,u_Others_142,132,unknown_family,u_Others_132
CP128116.1.region010,other,Others,GCA_030292055.1,CP128116.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin,11,known_family,bacilysin;bacilysin
CP128116.1.region011,RiPP-like,RiPPs,GCA_030292055.1,CP128116.1,2669,2669,2669,2582,59,unknown_family,u_RiPPs_59,53,unknown_family,u_RiPPs_53,55,unknown_family,u_RiPPs_55
CP128116.1.region002,lanthipeptide-class-iii,RiPPs,GCA_030292055.1,CP128116.1,2718,2718,2718,2582,79,unknown_family,u_RiPPs_79,76,unknown_family,u_RiPPs_76,74,unknown_family,u_RiPPs_74
CP128116.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030292055.1,CP128116.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene,13,known_family,bacillaene
CP128116.1.region009,sactipeptide,RiPPs,GCA_030292055.1,CP128116.1,3199,3199,3199,3199,19,known_family,subtilosin A,18,known_family,subtilosin A,20,known_family,subtilosin A
CP128116.1.region005,betalactone.NRPS,Others,GCA_030292055.1,CP128116.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin,1,known_family,fengycin
CP128116.1.region007,T3PKS,PKSother,GCA_030292055.1,CP128116.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
CP128116.1.region008,NRP-metallophore.NRPS,Others,GCA_030292055.1,CP128116.1,3314,3197,3197,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
CP128116.1.region003,terpene,Terpene,GCA_030292055.1,CP128116.1,2719,2719,2719,2719,23,unknown_family,u_Terpene_23,20,unknown_family,u_Terpene_20,15,unknown_family,u_Terpene_15
CP128116.1.region001,NRPS,NRPS,GCA_030292055.1,CP128116.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin,12,known_family,lichenysin;surfactin
CP128116.1.region006,terpene,Terpene,GCA_030292055.1,CP128116.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
CP128141.1.region001,lanthipeptide-class-iii,RiPPs,GCA_030292115.1,CP128141.1,3046,3046,3046,2582,75,unknown_family,u_RiPPs_75,73,unknown_family,u_RiPPs_73,57,known_family,paenithipeptin
CP128137.1.region004,NRP-metallophore.NRPS,Others,GCA_030292115.1,CP128137.1,3067,3067,3067,794,6,unknown_family,u_Others_6,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
CP128137.1.region001,LAP,RiPPs,GCA_030292115.1,CP128137.1,3566,3566,3566,3065,4,unknown_family,u_RiPPs_4,8,unknown_family,u_RiPPs_8,9,unknown_family,u_RiPPs_9
CP128137.1.region010,lanthipeptide-class-ii.cyclic-lactone-autoinducer,RiPPs,GCA_030292115.1,CP128137.1,3031,3031,3060,2582,84,unknown_family,u_RiPPs_84,58,known_family,cytolysin ClyLl;cytolysin ClyLs,60,known_family,cytolysin ClyLl;cytolysin ClyLs
CP128137.1.region011,lassopeptide,RiPPs,GCA_030292115.1,CP128137.1,3327,3327,3327,2582,24,unknown_family,u_RiPPs_24,21,unknown_family,u_RiPPs_21,3,unknown_family,u_RiPPs_3
CP128137.1.region002,T1PKS.NRPS,PKS-NRP_Hybrids,GCA_030292115.1,CP128137.1,3023,3023,3023,1023,97,unknown_family,u_PKS-NRP_Hybrids_97,89,unknown_family,u_PKS-NRP_Hybrids_89,86,unknown_family,u_PKS-NRP_Hybrids_86
CP128137.1.region007,RiPP-like,RiPPs,GCA_030292115.1,CP128137.1,3057,3057,3057,2582,5,unknown_family,u_RiPPs_5,9,unknown_family,u_RiPPs_9,10,unknown_family,u_RiPPs_10
CP128137.1.region006,NRPS,NRPS,GCA_030292115.1,CP128137.1,2940,2940,2940,,15,unknown_family,u_NRPS_15,13,unknown_family,u_NRPS_13,14,unknown_family,u_NRPS_14
CP128141.1.region002,NRPS,NRPS,GCA_030292115.1,CP128141.1,2910,2910,2910,,31,unknown_family,u_NRPS_31,26,unknown_family,u_NRPS_26,27,unknown_family,u_NRPS_27
CP128137.1.region008,lanthipeptide-class-i,RiPPs,GCA_030292115.1,CP128137.1,3029,3029,3029,2582,60,unknown_family,u_RiPPs_60,56,unknown_family,u_RiPPs_56,58,unknown_family,u_RiPPs_58
CP128137.1.region003,NI-siderophore,Others,GCA_030292115.1,CP128137.1,2934,2934,2934,3322,3,known_family,petrobactin,7,known_family,petrobactin,8,known_family,petrobactin
CP128137.1.region005,betalactone,Others,GCA_030292115.1,CP128137.1,3563,2937,3563,2937,1,unknown_family,u_Others_1,1,known_family,fengycin,1,known_family,fengycin
CP128137.1.region009,terpene,Terpene,GCA_030292115.1,CP128137.1,3326,3326,3326,3326,2,unknown_family,u_Terpene_2,5,unknown_family,u_Terpene_5,6,unknown_family,u_Terpene_6
CP126105.1.region004,lanthipeptide-class-ii,RiPPs,GCA_030123305.1,CP126105.1,2760,2760,2760,2582,291,unknown_family,u_RiPPs_291,255,unknown_family,u_RiPPs_255,200,unknown_family,u_RiPPs_200
CP126105.1.region007,transAT-PKS.betalactone.NRPS,Others,GCA_030123305.1,CP126105.1,3539,2750,3539,794,41,known_family,fengycin,1,known_family,fengycin,1,known_family,fengycin
CP126105.1.region003,terpene,Terpene,GCA_030123305.1,CP126105.1,3485,3485,3485,2488,50,unknown_family,u_Terpene_50,45,unknown_family,u_Terpene_45,15,unknown_family,u_Terpene_15
CP126105.1.region011,RiPP-like.NRP-metallophore.NRPS,Others,GCA_030123305.1,CP126105.1,3548,3548,3548,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
CP126105.1.region002,PKS-like,PKSother,GCA_030123305.1,CP126105.1,3486,3486,3486,,49,unknown_family,u_PKSother_49,44,unknown_family,u_PKSother_44,43,unknown_family,u_PKSother_43
CP126105.1.region001,NRPS,NRPS,GCA_030123305.1,CP126105.1,3545,3545,3545,,9,known_family,surfactin,11,known_family,surfactin,12,known_family,lichenysin;surfactin
CP126105.1.region010,transAT-PKS,PKSother,GCA_030123305.1,CP126105.1,3384,3384,3384,,44,known_family,difficidin,36,known_family,difficidin,38,known_family,difficidin
CP126105.1.region006,transAT-PKS.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030123305.1,CP126105.1,1023,1023,1023,1023,10,known_family,bacillaene,12,known_family,bacillaene,13,known_family,bacillaene
CP126105.1.region012,other,Others,GCA_030123305.1,CP126105.1,1105,1105,1105,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin,11,known_family,bacilysin;bacilysin
CP126105.1.region008,terpene,Terpene,GCA_030123305.1,CP126105.1,3538,3538,3538,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
CP126105.1.region009,T3PKS,PKSother,GCA_030123305.1,CP126105.1,2765,3480,2765,,48,unknown_family,u_PKSother_48,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
CP126105.1.region005,transAT-PKS,PKSother,GCA_030123305.1,CP126105.1,2748,2748,2748,,40,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,33,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H,34,known_family,macrolactin H;macrolactin B;macrolactin 1c;macrolactin E;macrolactin H
CP126530.1.region004,transAT-PKS.PKS-like.T3PKS.NRPS,PKS-NRP_Hybrids,GCA_030167075.1,CP126530.1,2553,2553,2553,2553,10,known_family,bacillaene,12,known_family,bacillaene,13,known_family,bacillaene
CP126530.1.region008,NRP-metallophore.NRPS,Others,GCA_030167075.1,CP126530.1,3314,3197,3197,794,11,unknown_family,u_Others_11,2,unknown_family,u_Others_2,2,unknown_family,u_Others_2
CP126530.1.region010,other,Others,GCA_030167075.1,CP126530.1,3317,3317,3317,3317,8,known_family,bacilysin;bacilysin,10,known_family,bacilysin;bacilysin,11,known_family,bacilysin;bacilysin
CP126530.1.region005,betalactone.NRPS,Others,GCA_030167075.1,CP126530.1,2554,3101,2554,794,20,unknown_family,u_Others_20,1,known_family,fengycin,1,known_family,fengycin
CP126530.1.region009,sactipeptide,RiPPs,GCA_030167075.1,CP126530.1,3199,3199,3199,3199,19,known_family,subtilosin A,18,known_family,subtilosin A,20,known_family,subtilosin A
CP126530.1.region007,T3PKS,PKSother,GCA_030167075.1,CP126530.1,3195,3103,3195,,22,unknown_family,u_PKSother_22,4,unknown_family,u_PKSother_4,5,unknown_family,u_PKSother_5
CP126530.1.region006,terpene,Terpene,GCA_030167075.1,CP126530.1,3311,2555,3311,3538,7,unknown_family,u_Terpene_7,6,unknown_family,u_Terpene_6,7,unknown_family,u_Terpene_7
CP126530.1.region001,NRPS,NRPS,GCA_030167075.1,CP126530.1,2550,2550,2550,,9,known_family,surfactin,11,known_family,surfactin,12,known_family,lichenysin;surfactin
CP126530.1.region002,lanthipeptide-class-iii,RiPPs,GCA_030167075.1,CP126530.1,2718,2718,2718,2582,79,unknown_family,u_RiPPs_79,76,unknown_family,u_RiPPs_76,74,unknown_family,u_RiPPs_74
